External_Id__c,Status,Parent_Type__c,Type,Description,City__c,Department__c,Division__c,CreatedDate,ClosedDate,Subject,Actual_Parent_Type__c,Actual_Type__c
620231,In Progress,,,CALLER STATES THAT THE TREES THAT RUN ALONG THE CANAL BEHIND ABOVE ADDRESS NEEDS TO BE CUT AND CANAL NEEDS TO BE CLEANED.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-04T08:29:00Z,,CALLER STATES THAT THE TREES THAT RUN ALONG THE CANAL BEHIND ABOVE ADDRESS NEEDS TO BE CUT AND CANAL NEEDS TO BE CLEANED.,"DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE VEGETATION IN A DITCH
620411,In Progress,,,NEW RESIDENT NEEDS  RECYCLING CART. LOT 46,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-06-04T12:42:00Z,,NEW RESIDENT NEEDS  RECYCLING CART. LOT 46,RECYCLING,NEW RESIDENT RECYCLING CART REQUEST
630312,In Progress,,,DITCHES IN FRONT OF HOME AND TO THE LEFT HOME  IS CLOGGED UP NEED TO CLEANED OUT,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T12:44:00Z,,DITCHES IN FRONT OF HOME AND TO THE LEFT HOME  IS CLOGGED UP NEED TO CLEANED OUT,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
630092,In Progress,,,CALLER STATED THAT THE VACANT HOUSE ON THE CORNER OF (ZERLEE DRIVE @ SILVERWOOD DRIVE) THERE IS A POD THAT HAVE BEEN OUT THERE BEFORE THE FLOOD OF 2016. GAVE CALLER ID NUMBER.,BATON ROUGE,DEVELOPMENT,PERMITS & INSPECTIONS,2020-07-06T10:39:00Z,,CALLER STATED THAT THE VACANT HOUSE ON THE CORNER OF (ZERLEE DRIVE @ SILVERWOOD DRIVE) THERE IS A POD THAT HAVE BEEN OUT THERE BEFORE THE FLOOD OF 2016. GAVE CALLER ID NUMBER.,BUILDING CODE/ZONING VIOLATIONS,ZONING CODE VIOLATION
620396,In Progress,,,CALLER STATES THAT THE DRAIN IN FRONT OF PROPERTY AT ABOVE ADDRESS IS NOT DRAINING CAUSING WATER TO BACK UP ONTO PROERTY.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-04T12:20:00Z,,CALLER STATES THAT THE DRAIN IN FRONT OF PROPERTY AT ABOVE ADDRESS IS NOT DRAINING CAUSING WATER TO BACK UP ONTO PROERTY.,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
620323,In Progress,,,STORM DRAIN IN FRONT OF 10878 E FULLER PL IS CLOGGED UP NEED TO CLEANED,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-04T10:23:00Z,,STORM DRAIN IN FRONT OF 10878 E FULLER PL IS CLOGGED UP NEED TO CLEANED,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
620379,In Progress,,,"ABANDONED PROPERTY, GRASS IS OVERGROWN AND NEEDS TO BE CUT. THERE IS LOTS OF TRASH/DEBRIS THAT NEEDS TO BE PICKED UP.",BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-04T12:01:00Z,,"ABANDONED PROPERTY, GRASS IS OVERGROWN AND NEEDS TO BE CUT. THERE IS LOTS OF TRASH/DEBRIS THAT NEEDS TO BE PICKED UP.",GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
620301,In Progress,,,REPLACE MISSING  RECYCLE CART LOST IN THE FLOOD,BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-06-04T10:05:00Z,,REPLACE MISSING  RECYCLE CART LOST IN THE FLOOD,RECYCLING,NEW RESIDENT RECYCLING CART REQUEST
620433,In Progress,,,CALLER STATED THAT HER NEIGHBOR (SILVERLEAF AVENUE @ EAST UPLAND AVENUE)) IS RUNNING A CAR LOT.  GAVE CALLER ID NUMBER.,BATON ROUGE,DEVELOPMENT,PERMITS & INSPECTIONS,2020-06-04T13:16:00Z,,CALLER STATED THAT HER NEIGHBOR (SILVERLEAF AVENUE @ EAST UPLAND AVENUE)) IS RUNNING A CAR LOT.  GAVE CALLER ID NUMBER.,BUILDING CODE/ZONING VIOLATIONS,ZONING CODE VIOLATION
630156,In Progress,,,VACANT LOT IS OVERGROWN GRASS NEED TO BE CUT,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-06T11:14:00Z,,VACANT LOT IS OVERGROWN GRASS NEED TO BE CUT,BLIGHTED PROPERTIES,TALL GRASS
630279,In Progress,,,WATER IS COMING INTO THE HOUSE AS OF  TODAY (7-6-20) NEED TO CLEAN THE DRAIN IN FRONT OF THE ADDRESS ABOVE AND NEIGHBORS DRAINS HAS BEEN AN ISSUE FOR THREE YEARS GAVE SERVICE #,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T12:22:00Z,,WATER IS COMING INTO THE HOUSE AS OF  TODAY (7-6-20) NEED TO CLEAN THE DRAIN IN FRONT OF THE ADDRESS ABOVE AND NEIGHBORS DRAINS HAS BEEN AN ISSUE FOR THREE YEARS GAVE SERVICE #,"DRAINAGE, EROSION, FLOODING OR HOLES",FLOODING ISSUE
630608,In Progress,,,CALLER STATES THAT TREE LIMBS AND DEBRIS IS BLOCKING STORMDRAIN IN FRONT OF HOME CAUSING WATER NOT TO GO DOWN.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T16:28:00Z,,CALLER STATES THAT TREE LIMBS AND DEBRIS IS BLOCKING STORMDRAIN IN FRONT OF HOME CAUSING WATER NOT TO GO DOWN.,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
630205,In Progress,,,DITCH ON SIDE OF HOME NEED TO BE DUG OUT TO ALLOW DRAINAGE,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T11:39:00Z,,DITCH ON SIDE OF HOME NEED TO BE DUG OUT TO ALLOW DRAINAGE,"DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE DRAINAGE ISSUE
630459,In Progress,,,DITCH IS FULL OF WATER  AND IN THE BACKYARD AND  DRIVEWAY THE DITCH IS IN THE FRONT GAVE SERVICE #,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T14:05:00Z,,DITCH IS FULL OF WATER  AND IN THE BACKYARD AND  DRIVEWAY THE DITCH IS IN THE FRONT GAVE SERVICE #,"DRAINAGE, EROSION, FLOODING OR HOLES",FLOODING ISSUE
630632,In Progress,,,DRIVEWAY CULVERT BLOCKED CAUSED HOME TO FLOOD,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T16:56:00Z,,DRIVEWAY CULVERT BLOCKED CAUSED HOME TO FLOOD,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
630655,In Progress,,,THERE ARE HOLES NEXT TO THE ROAD. THERE ARE SOME IN THE YARD AS WELL.   AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T18:00:00Z,,THERE ARE HOLES NEXT TO THE ROAD. THERE ARE SOME IN THE YARD AS WELL.   AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE EROSION ISSUE
630190,In Progress,,,OCCUPIED PROPERTY HAS JUNK AND DEBRIS IN THE FRONT AND BACK YARD NEED TO BE CLEANED UP,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-07-06T11:29:00Z,,OCCUPIED PROPERTY HAS JUNK AND DEBRIS IN THE FRONT AND BACK YARD NEED TO BE CLEANED UP,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY"
630164,In Progress,,,"CALLER IS REQUESTING THAT THE DRAINS SITTING IN FRONT OF THE HOME BE CLEANED OUT SO THE WATER CAN FLOW..., GAVE ID#",BAKER,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T11:18:00Z,,"CALLER IS REQUESTING THAT THE DRAINS SITTING IN FRONT OF THE HOME BE CLEANED OUT SO THE WATER CAN FLOW..., GAVE ID#","DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
630132,In Progress,,,"CALLER STATED THAT THE STREET HAS FLOOD...., GAVE ID#",BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T11:04:00Z,,"CALLER STATED THAT THE STREET HAS FLOOD...., GAVE ID#","DRAINAGE, EROSION, FLOODING OR HOLES",FLOODING ISSUE
630350,In Progress,,,MISSING MANHOLE LIDS NEAR THE FLORIDA BOULEVARD AND MONTERREY BOULEVARD INTERSECTION,BATON ROUGE,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-07-06T13:06:00Z,,MISSING MANHOLE LIDS NEAR THE FLORIDA BOULEVARD AND MONTERREY BOULEVARD INTERSECTION,SEWER/WASTEWATER,MANHOLE ISSUE
630225,In Progress,,,WE HAVE LIVED HERE SINCE 1998 AND THE GULLEY BEHIND OUR HOUSE HAS NEVER BEEN CLEANED OUT. PLEASE SEE THE PHOTOS. THIS GETS WORSE WITH EVERY PASSING STORM.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T11:56:00Z,,WE HAVE LIVED HERE SINCE 1998 AND THE GULLEY BEHIND OUR HOUSE HAS NEVER BEEN CLEANED OUT. PLEASE SEE THE PHOTOS. THIS GETS WORSE WITH EVERY PASSING STORM.,"DRAINAGE, EROSION, FLOODING OR HOLES",REQUEST REMOVAL OF DEBRIS IN A DITCH/WATERWAY
630186,In Progress,,,"CALLER IS REQUESTING THAT THE DITCH RUNNING BEHIND HER HOME BE CLEANED OUT SO THE WATER CAN FLOW..., GAVE ID#",BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T11:27:00Z,,"CALLER IS REQUESTING THAT THE DITCH RUNNING BEHIND HER HOME BE CLEANED OUT SO THE WATER CAN FLOW..., GAVE ID#","DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
643930,In Progress,,,"CALLER IS REQUESTING A NEW RECYCLING CART..., GAVE ID#",BATON ROUGE,ENVIRONMENTAL SERVICES,RECYCLING,2020-08-12T15:29:00Z,,"CALLER IS REQUESTING A NEW RECYCLING CART..., GAVE ID#",RECYCLING,NEW RESIDENT RECYCLING CART REQUEST
630174,In Progress,,,STROM DRAINS BACKED UP CAUSING FLOODING & FLOATING DEBRIS LEFT ON STREET.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T11:22:00Z,,STROM DRAINS BACKED UP CAUSING FLOODING & FLOATING DEBRIS LEFT ON STREET.,"DRAINAGE, EROSION, FLOODING OR HOLES",FLOODING ISSUE
630101,In Progress,,,"CALLER STATED THAT HER STREET HAS FLOODED DO TO THE WATER CAN NOT GET TO THE DRAIN THE CITY CAME OUT AND DID SOME ROAD WORK AND NOW THE WATER IS NOT GETTING TO THE DRIAN..., GAVE ID#",BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T10:46:00Z,,"CALLER STATED THAT HER STREET HAS FLOODED DO TO THE WATER CAN NOT GET TO THE DRAIN THE CITY CAME OUT AND DID SOME ROAD WORK AND NOW THE WATER IS NOT GETTING TO THE DRIAN..., GAVE ID#","DRAINAGE, EROSION, FLOODING OR HOLES",FLOODING ISSUE
630365,In Progress,,,MANHOLE COVER IS OFF,BATON ROUGE,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-07-06T13:13:00Z,,MANHOLE COVER IS OFF,SEWER/WASTEWATER,MISSING MANHOLE COVER
630514,In Progress,,,B/U- BEHAVIORAL HOSPITAL HAS NO SERVICE,BATON ROUGE,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-07-06T15:01:00Z,,B/U- BEHAVIORAL HOSPITAL HAS NO SERVICE,SEWER/WASTEWATER,INSIDE COMMERCIAL BACKUP
630233,In Progress,,,"CALLER IS REQUESTING THAT THE DITCHES BE CLOEANED OUT ON THE STREET THEY ARE CLOGGED ..., GAVE ID#",BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T12:02:00Z,,"CALLER IS REQUESTING THAT THE DITCHES BE CLOEANED OUT ON THE STREET THEY ARE CLOGGED ..., GAVE ID#","DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
630150,In Progress,,,BETWEEN THE 8000 AND 8100 BLOCK OF PICARDY AVE  THERE IS A SERIOUS DRAINAGE PROBLEM. EVER TIME IT RAINS THE AREA FLOODS MAKING IT HARD TO TRAVEL ON THE ROAD.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T11:12:00Z,,BETWEEN THE 8000 AND 8100 BLOCK OF PICARDY AVE  THERE IS A SERIOUS DRAINAGE PROBLEM. EVER TIME IT RAINS THE AREA FLOODS MAKING IT HARD TO TRAVEL ON THE ROAD.,"DRAINAGE, EROSION, FLOODING OR HOLES",FLOODING ISSUE
630309,In Progress,,,"CALLER IS REQUESTING THAT THE CULVERTS BE CLEANED OUT SITTING IN FRONT OF HER HOME THEY ARE CLOGGED AND THE WATER CAN NOT FLOW IT IS BACKUP INTO HER YARD AND THE STREET IS FLOOD..., GAVE ID#",BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T12:41:00Z,,"CALLER IS REQUESTING THAT THE CULVERTS BE CLEANED OUT SITTING IN FRONT OF HER HOME THEY ARE CLOGGED AND THE WATER CAN NOT FLOW IT IS BACKUP INTO HER YARD AND THE STREET IS FLOOD..., GAVE ID#","DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
630090,In Progress,,,"CALLER IS REQUESTING THAT THE DRAINS SITTING IN FRONT OF HER HOME BE CLEANED OUT SAO THE WATER CAN FLOW WHEN IT RAIN THE WATER FLOOD HER YARD..., GAVE ID#",BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T10:39:00Z,,"CALLER IS REQUESTING THAT THE DRAINS SITTING IN FRONT OF HER HOME BE CLEANED OUT SAO THE WATER CAN FLOW WHEN IT RAIN THE WATER FLOOD HER YARD..., GAVE ID#","DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
629927,In Progress,,,2 TO 3 FEET OF WATER IN THE BACK OF PROPERTY. BACK YARD FLOODED WHEN THERE IS A HEAVY RAIN.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T07:35:00Z,,2 TO 3 FEET OF WATER IN THE BACK OF PROPERTY. BACK YARD FLOODED WHEN THERE IS A HEAVY RAIN.,"DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE DRAINAGE ISSUE
630126,In Progress,,,"CALLER STATED THAT THERE IS STANDING WATER IN HER BACKYARD EVERYTIME ITS RAIN IT DOES NOT DRAIN OFF..., GAVE ID#",BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T11:01:00Z,,"CALLER STATED THAT THERE IS STANDING WATER IN HER BACKYARD EVERYTIME ITS RAIN IT DOES NOT DRAIN OFF..., GAVE ID#","DRAINAGE, EROSION, FLOODING OR HOLES",STANDING WATER
630087,In Progress,,,NEED TO INSPECT HAD ALMOST FLOODED TODAY (7-6-20) WATER IS COMING UP TO THE FRONT YARD AND PORCH,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T10:38:00Z,,NEED TO INSPECT HAD ALMOST FLOODED TODAY (7-6-20) WATER IS COMING UP TO THE FRONT YARD AND PORCH,"DRAINAGE, EROSION, FLOODING OR HOLES",FLOODING ISSUE
630539,In Progress,,,EROSION OCCURRING BEHIND CALLERS HOME (ALSO NEAR NEIGHBORS  PROPERTY LINE); CONCRETE ALONG WARDS CREEK IS DAMAGED. PLEASE INSPECT  AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T15:23:00Z,,EROSION OCCURRING BEHIND CALLERS HOME (ALSO NEAR NEIGHBORS  PROPERTY LINE); CONCRETE ALONG WARDS CREEK IS DAMAGED. PLEASE INSPECT  AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,"DRAINAGE, EROSION, FLOODING OR HOLES",NON-ROADSIDE EROSION ISSUE
630206,In Progress,,,FLOODING AND WATER IS NOT DRAINING PROPERLY,ZACHARY,MAINTENANCE,DRAINAGE MAINTENANCE,2020-07-06T11:39:00Z,,FLOODING AND WATER IS NOT DRAINING PROPERLY,"DRAINAGE, EROSION, FLOODING OR HOLES",FLOODING ISSUE
619099,In Progress,,,"CALLER IS REQUESTING THAT THE V/L SITTING NEXT DOOR TO 1632 79TH AVE. BE CUT ...., GAVE ID#",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-01T10:31:00Z,,"CALLER IS REQUESTING THAT THE V/L SITTING NEXT DOOR TO 1632 79TH AVE. BE CUT ...., GAVE ID#",BLIGHTED PROPERTIES,TALL GRASS
619810,In Progress,,,"THERE IS A VACANT LOT WITH TALL GRASS ON THE SW CORNER OF PRESCOTT RD. AND TUNICA. IT IS TO THE RIGHT OF 4057 TUNICA. LOT 3, SQUARE 3, TUNICA",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-02T18:52:00Z,,"THERE IS A VACANT LOT WITH TALL GRASS ON THE SW CORNER OF PRESCOTT RD. AND TUNICA. IT IS TO THE RIGHT OF 4057 TUNICA. LOT 3, SQUARE 3, TUNICA",BLIGHTED PROPERTIES,TALL GRASS
619835,In Progress,,,TRASH NEEDS TO BE PICKUP FROM SIDE OF THE ROAD,BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-03T07:38:00Z,,TRASH NEEDS TO BE PICKUP FROM SIDE OF THE ROAD,GARBAGE,REQUEST DEBRIS REMOVAL - PUBLIC PROPERTY
619903,In Progress,,,"THERE IS AN OVERGROWN VACANT LOT ON THE SE CORNER OF ANNA ST. AND N. ACADIAN THRUWAY. LOT 7, SQUARE 10, ROPPOLO VILLA ADDITION.",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-03T09:30:00Z,,"THERE IS AN OVERGROWN VACANT LOT ON THE SE CORNER OF ANNA ST. AND N. ACADIAN THRUWAY. LOT 7, SQUARE 10, ROPPOLO VILLA ADDITION.",BLIGHTED PROPERTIES,TALL GRASS
619910,In Progress,,,THERE IS A LOT OF JUNK IN THE YARD AND UNDER THE CARPORT AT 3346 ANNA ST.,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-03T09:40:00Z,,THERE IS A LOT OF JUNK IN THE YARD AND UNDER THE CARPORT AT 3346 ANNA ST.,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY"
619809,In Progress,,,"THERE IS A LOT OF JUNK, AIR CONDITIONER PARTS, CANISTERS FOR SOME KIND OF UNDER PRESSURE GAS, FAN PARTS AND TRASH IN THE DRIVEWAY AT 4021 N. 38TH ST. THIS IS LEFT OF 4025 N. 38TH.",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-02T18:40:00Z,,"THERE IS A LOT OF JUNK, AIR CONDITIONER PARTS, CANISTERS FOR SOME KIND OF UNDER PRESSURE GAS, FAN PARTS AND TRASH IN THE DRIVEWAY AT 4021 N. 38TH ST. THIS IS LEFT OF 4025 N. 38TH.",BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY"
620109,In Progress,,,"CALLER IS REQUESTING TAHT THE DITCH SITTING IN FRONT OF HIS HOME BE CLEANED OUT SO THE WATER CAN FLOW..., GAVE ID#",BATON ROUGE,MAINTENANCE,LANDSCAPE MAINTENANCE,2020-06-03T14:55:00Z,,"CALLER IS REQUESTING TAHT THE DITCH SITTING IN FRONT OF HIS HOME BE CLEANED OUT SO THE WATER CAN FLOW..., GAVE ID#",MOWING AND TREE ISSUES,REQUEST FOR MOWING
620150,In Progress,,,BARRICADES NEEDED IN REAR OF PROPERTY NEAR MANHOLE.   AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,BATON ROUGE,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-06-03T16:16:00Z,,BARRICADES NEEDED IN REAR OF PROPERTY NEAR MANHOLE.   AFTER JOB IS COMPLETE PLEASE CHANGE TYPE TO  BARRICADE PICK UP ........SO SOMEONE FROM OUR DIVISION CAN PROPERLY PICK UP.,SEWER/WASTEWATER,CAVE-IN/SINK HOLE (SEWER OR DRAINAGE RELATED)
620142,In Progress,,,"THERE IS AN OVERGROWN GRASSY VACANT LOT TO THE RIGHT OF 3250 WELLER ST. LOT 4, SQUARE 8, ROPPOLO VILLA ADDITION.",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-03T16:04:00Z,,"THERE IS AN OVERGROWN GRASSY VACANT LOT TO THE RIGHT OF 3250 WELLER ST. LOT 4, SQUARE 8, ROPPOLO VILLA ADDITION.",BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY"
620153,In Progress,,,THE YARD AT THE VACANT HOUSE ON THE SE CORNER OF PRESCOTT RD. AND ACCARDO IS OVERGROWN. 3404 PRESCOTT RD. IT HAS BEEN REPORTED TWICE BEFORE AND CLOSED DUE TO TIME.,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-03T16:23:00Z,,THE YARD AT THE VACANT HOUSE ON THE SE CORNER OF PRESCOTT RD. AND ACCARDO IS OVERGROWN. 3404 PRESCOTT RD. IT HAS BEEN REPORTED TWICE BEFORE AND CLOSED DUE TO TIME.,BLIGHTED PROPERTIES,TALL GRASS
620186,In Progress,,,"THE VACANT LOT ACROSS FROM 3435 LINDEN IS OVERGROWN. LOT 1, SQ. 5 ROPPOLO VILLA ADDITION.",BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-03T17:51:00Z,,"THE VACANT LOT ACROSS FROM 3435 LINDEN IS OVERGROWN. LOT 1, SQ. 5 ROPPOLO VILLA ADDITION.",BLIGHTED PROPERTIES,TALL GRASS
620205,In Progress,,,"CALLER STATED THAT THE CAYCH BASIN HAS SUNK IN AND IT IS CLOGGED ..., GAVE ID#",BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-04T07:38:00Z,,"CALLER STATED THAT THE CAYCH BASIN HAS SUNK IN AND IT IS CLOGGED ..., GAVE ID#","DRAINAGE, EROSION, FLOODING OR HOLES",CATCH BASIN REPAIRS NEEDED
620242,In Progress,,,CALLER STATES THAT BUILDING TO THE RIGHT OF ABOVE ADDRESS HAS TRASH AND DEBRIS ON THE PROPERTY AND THE GRASS IS OVERGROWN.,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-04T08:50:00Z,,CALLER STATES THAT BUILDING TO THE RIGHT OF ABOVE ADDRESS HAS TRASH AND DEBRIS ON THE PROPERTY AND THE GRASS IS OVERGROWN.,BLIGHTED PROPERTIES,"JUNK, TRASH, OR DEBRIS ON PRIVATE PROPERTY"
620273,In Progress,,,DITCH BEHIND THE HOME ON BOONE DR (BETWEEN ALBERT HART AND RODNEY DR) HAS A CULVERT THAT NEEDS TO BE CLEANED OUT. IT IS CLOGGED.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-04T09:29:00Z,,DITCH BEHIND THE HOME ON BOONE DR (BETWEEN ALBERT HART AND RODNEY DR) HAS A CULVERT THAT NEEDS TO BE CLEANED OUT. IT IS CLOGGED.,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
620304,In Progress,,,"CALLER IS REQUESTING THAT THE DRAIN BE CLEANED OUT AT THE ABOVE LOCATION IT IS FULL OF MUD AND TRASH ..., GAVE ID#",BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-04T10:07:00Z,,"CALLER IS REQUESTING THAT THE DRAIN BE CLEANED OUT AT THE ABOVE LOCATION IT IS FULL OF MUD AND TRASH ..., GAVE ID#","DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
620309,In Progress,,,CALLER IS REQUESTING THAT THE DRAIN IN THE FRONT OF HER HOUSE TO BE CLEANED OUT.  GAVE CALLER ID NUMBER.,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-04T10:12:00Z,,CALLER IS REQUESTING THAT THE DRAIN IN THE FRONT OF HER HOUSE TO BE CLEANED OUT.  GAVE CALLER ID NUMBER.,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
620318,In Progress,,,CALLER STATES THAT GRASS IS OVERGROWN AT ABOVE ADDRESS. HOME IS PINK AND WHITE.,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-04T10:18:00Z,,CALLER STATES THAT GRASS IS OVERGROWN AT ABOVE ADDRESS. HOME IS PINK AND WHITE.,BLIGHTED PROPERTIES,TALL GRASS
630292,In Progress,,,3800 BLOCK BATON ROUGE AVE; BATON ROUGE AVE @ MOHICAN,BATON ROUGE,ENVIRONMENTAL SERVICES,WW OPERATIONS,2020-07-06T12:30:00Z,,3800 BLOCK BATON ROUGE AVE; BATON ROUGE AVE @ MOHICAN,SEWER/WASTEWATER,MISSING MANHOLE COVER
620367,In Progress,,,DITCH IN FRONT OF HOME NEED TO BE DUG OUT TO ALLOW DRAINAGE,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-04T11:41:00Z,,DITCH IN FRONT OF HOME NEED TO BE DUG OUT TO ALLOW DRAINAGE,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
620339,In Progress,,,STIRMDRAIN IN FRONT OF HOME IS CLOGGED UP NEED TO CLEANED,BATON ROUGE,MAINTENANCE,DRAINAGE MAINTENANCE,2020-06-04T10:46:00Z,,STIRMDRAIN IN FRONT OF HOME IS CLOGGED UP NEED TO CLEANED,"DRAINAGE, EROSION, FLOODING OR HOLES",ROADSIDE DRAINAGE ISSUE
620329,In Progress,,,NEED TO BE CUT  IT IS OVERGROWN HAS RODENTS GAVE SERVICE #,BATON ROUGE,DEVELOPMENT,BLIGHT ENFORCEMENT,2020-06-04T10:31:00Z,,NEED TO BE CUT  IT IS OVERGROWN HAS RODENTS GAVE SERVICE #,BLIGHTED PROPERTIES,TALL GRASS
